city,country,lat,long,state
Abbeville,US,29.971548,-92.11989,LA
Abbeville,US,29.971565,-92.11997,LA
Abbeville,US,29.971548,-92.11989,LA
Abbeville,US,29.971548,-92.11989,LA
Aberdeen,US,35.1141031,-79.3864094,NC
Aberdeen,US,35.1141031,-79.3864094,NC
Aberdeen,US,35.1289851,-79.4313521,NC
Aberdeen,US,39.502758,-76.160188,MD
Abilene,US,38.937126,-97.21406,KS
Abilene,US,32.407596,-99.776035,TX
Abilene,US,32.460945,-99.70601,TX
Abilene,US,32.460945,-99.70601,TX
Abingdon,US,36.71524,-81.93435,VA
Abingdon,US,39.459045,-76.25801,MD
Abingdon,US,36.71524,-81.93435,VA
Acton,US,42.47459,-71.453514,MA
Acworth,US,34.06572282,-84.67719125,GA
Ada,US,34.789433,-96.66658,OK
Adair,US,41.49433,-94.64348,IA
Adair,US,41.49433,-94.64348,IA
Adair,US,41.49493763,-94.64414,IA
Addison,US,32.95445,-96.84137,TX
Addison,US,32.953073,-96.8556232,TX
Addison,US,32.961584,-96.825367,TX
Addison,US,32.953734,-96.836825,TX
Addison,US,32.95445,-96.84161,TX
Addison,US,32.9541,-96.8353,TX
Addison,US,32.953073,-96.8556232,TX
Addison,US,32.951675,-96.83897,TX
Addison,US,32.954878,-96.841302,TX
Addison,US,32.953989,-96.832496,TX
Adel,US,41.617496,-94.01752,IA
Adrian,US,41.880238,-84.0432601,MI
Advance,US,37.10356,-89.9072,MO
Advance,US,37.10356,-89.9072,MO
Agness,US,42.5589,-124.05705,OR
Agoura Hills,US,34.15511,-118.78835,CA
Agoura Hills,US,34.1452139,-118.7788154,CA
Agoura Hills,US,34.144194,-118.755145,CA
Agoura Hills,US,34.144194,-118.755145,CA
Ahoskie,US,36.2544997,-76.9879782,NC
Aiea,US,21.397205,-157.92448,HI
Aiken,US,33.557495,-81.7188,SC
Akron,US,41.09606265,-81.54264882,OH
Akron,US,41.088751,-81.515739,OH
Akron,US,41.037726,-81.526694,OH
Akron,US,41.076324,-81.52156,OH
Akron,US,42.82871,-96.55929,IA
Akron,US,41.037697,-81.52683,OH
Akron,US,41.13771623,-81.63987637,OH
Akron,US,41.135978,-81.637117,OH
Alameda,US,37.767069,-122.240605,CA
Alameda,US,37.76303,-122.242773,CA
Alamogordo,US,32.924408,-105.961174,NM
Alamosa,US,37.46818,-105.8705,CO
Albany,US,42.638668,-73.7884,NY
Albany,US,40.300854,-85.24761,IN
Albany,US,42.69051,-73.86721,NY
Albany,US,31.605214,-84.205745,GA
Albany,US,42.6817576,-73.8055766,NY
Albany,US,36.68132,-85.12516,KY
Albany,US,42.652548,-73.768563,NY
Albany,US,37.890569,-122.296999,CA
Albany,US,44.63544,-123.07969,OR
Albany,US,42.65531,-73.76478,NY
Albany,US,42.63838,-73.7884,NY
Albany,US,42.65319006,-73.78699559,NY
Albany,US,42.712193,-73.81681,NY
Albany,US,42.69051,-73.86721,NY
Albany,US,42.65238,-73.750806,NY
Albany,US,44.64444,-123.1129,OR
Albany,US,37.890569,-122.296999,CA
Albany,US,37.890577,-122.296829,CA
Albany,US,37.8905,-122.29366,CA
Albany,US,42.702202,-73.818893,NY
Albany,US,37.890569,-122.296999,CA
Albany,US,42.702202,-73.818893,NY
Albany,US,42.65305,-73.78691,NY
Albuquerque,US,35.1173559,-106.5345935,NM
Albuquerque,US,35.1470782,-106.5950227,NM
Albuquerque,US,35.0809295,-106.623076,NM
Albuquerque,US,35.077645,-106.584237,NM
Albuquerque,US,35.087207,-106.654887,NM
Albuquerque,US,35.13011,-106.5781,NM
Albuquerque,US,35.0539315,-106.5327604,NM
Albuquerque,US,35.177654,-106.688022,NM
Albuquerque,US,35.185986,-106.68534,NM
Albuquerque,US,35.080862,-106.620654,NM
Albuquerque,US,35.143906,-106.69472,NM
Albuquerque,US,35.087483,-106.618143,NM
Albuquerque,US,35.08008,-106.620447,NM
Albuquerque,US,35.095917,-106.51544,NM
Albuquerque,US,35.085815,-106.64893,NM
Albuquerque,US,35.0812079,-106.659091,NM
Albuquerque,US,35.084633,-106.65118,NM
Albuquerque,US,35.078282,-106.589012,NM
Albuquerque,US,35.095573,-106.6042,NM
Albuquerque,US,35.099939,-106.568979,NM
Albuquerque,US,35.147362,-106.665083,NM
Albuquerque,US,35.087491,-106.579113,NM
Albuquerque,US,35.14389,-106.64063,NM
Albuquerque,US,35.084633,-106.65118,NM
Albuquerque,US,35.058466,-106.605575,NM
Albuquerque,US,35.09255,-106.53278,NM
Albuquerque,US,35.074442,-106.568434,NM
Albuquerque,US,35.079291,-106.6217,NM
Albuquerque,US,35.085781,-106.649108,NM
Albuquerque,US,35.07848,-106.592155,NM
Albuquerque,US,35.13067,-106.56969,NM
Albuquerque,US,35.079291,-106.6217,NM
Albuquerque,US,35.1173559,-106.5345935,NM
Albuquerque,US,35.075039,-106.558951,NM
Albuquerque,US,35.138584,-106.53208,NM
Albuquerque,US,35.143745,-106.593742,NM
Albuquerque,US,35.073958,-106.551759,NM
Albuquerque,US,35.087483,-106.618143,NM
Albuquerque,US,35.129316,-106.531613,NM
Albuquerque,US,35.196249,-106.658824,NM
Albuquerque,US,35.144253,-106.596352,NM
Albuquerque,US,35.145041,-106.585335,NM
Albuquerque,US,35.144175,-106.6942895,NM
Albuquerque,US,35.081383,-106.61268,NM
Albuquerque,US,35.0861453,-106.6531471,NM
Albuquerque,US,35.09598,-106.51567,NM
Alexandria,US,38.780685,-77.066002,VA
Alexandria,US,38.788369,-77.065569,VA
Alexandria,US,38.8041439,-77.0403888,VA
Alexandria,US,38.808139,-77.051841,VA
Alexandria,US,38.780685,-77.066002,VA
Alexandria,US,38.807492,-77.133189,VA
Alexandria,US,31.277388,-92.45488,LA
Alexandria,US,38.807492,-77.133189,VA
Alexandria,US,38.803776,-77.040074,VA
Alexandria,US,38.755367,-77.08346,VA
Alexandria,US,38.811184,-77.131805,VA
Alexandria Bay,US,44.337017,-75.91998,NY
Algona,US,47.278335,-122.248554,WA
Alhambra,US,34.09,-118.15,CA
Alhambra,US,34.09,-118.15,CA
Alhambra,US,34.09,-118.15,CA
Alhambra,US,34.088209,-118.147696,CA
Aliso Viejo,US,33.575363,-117.72353,CA
Allen,US,33.129389,-96.641366,TX
Allen,US,33.129389,-96.641366,TX
Allen,US,33.1017881,-96.6772593,TX
Allen,US,33.102488,-96.67723,TX
Allen Park,US,42.287855,-83.20183,MI
Allen Park,US,42.25624303,-83.21400192,MI
Allen Park,US,42.25624303,-83.21400192,MI
Allentown,US,40.578376,-75.480573,PA
Allentown,US,40.62411,-75.43974,PA
Allentown,US,40.578376,-75.480573,PA
Alliance,US,40.920956,-81.103806,OH
Alliance,US,42.113715,-102.878852,NE
Alliance,US,40.9019,-81.13828,OH
Alliance,US,42.09832,-102.87092,NE
Allston,US,42.3536,-71.13738,MA
Allston,US,42.353697,-71.137169,MA
Allston,US,42.3550034,-71.1342926,MA
Allston,US,42.353737,-71.13703,MA
Allston,US,42.3537369,-71.1373901,MA
Allston,US,42.35485,-71.13435,MA
Alma,US,44.319733,-91.914649,WI
Alpena,US,45.06265006,-83.43319212,MI
Alpharetta,US,34.077678,-84.353428,GA
Alpharetta,US,34.06952,-84.29373,GA
Alpharetta,US,34.08943629,-84.27461725,GA
Alpharetta,US,34.088773,-84.25586,GA
Alpharetta,US,34.021749,-84.271852,GA
Alpharetta,US,34.110502,-84.218716,GA
Alpharetta,US,34.050194,-84.22613,GA
Alpharetta,US,34.08943629,-84.27461725,GA
Alpharetta,US,34.096573,-84.273001,GA
Alpharetta,US,34.088753,-84.267075,GA
Alpharetta,US,34.050194,-84.22613,GA
Alpharetta,US,34.08943629,-84.27461725,GA
Alpharetta,US,34.05128,-84.22518,GA
Alpharetta,US,34.088646,-84.27252,GA
Alpharetta,US,34.088599,-84.272895,GA
Alpharetta,US,34.05128,-84.22518,GA
Alpharetta,US,34.088646,-84.27252,GA
Alpharetta,US,34.088646,-84.27252,GA
Alpharetta,US,34.03825,-84.30871,GA
Alpharetta,US,34.05128,-84.22518,GA
Alpharetta,US,34.030119,-84.205759,GA
Alpharetta,US,34.088646,-84.27252,GA
Altamonte Springs,US,28.655446,-81.417467,FL
Altamonte Springs,US,28.66357402,-81.39287861,FL
Altoona,US,40.470715,-78.39941,PA
Altoona,US,44.79598,-91.44698,WI
Altus,US,34.637875,-99.32899,OK
Altus,US,34.663711,-99.334133,OK
Alvarado,US,32.382576,-97.336057,TX
Alvord,US,33.40456,-97.736626,TX
Amarillo,US,35.19433,-101.864639,TX
Amarillo,US,35.238433,-101.938464,TX
Amarillo,US,35.191204,-101.86828,TX
Amarillo,US,35.188663,-101.86624,TX
Amarillo,US,35.1936616,-101.8045921,TX
Amarillo,US,35.1864,-101.92371,TX
Amarillo,US,35.238433,-101.938464,TX
Amarillo,US,35.1770963,-101.9382012,TX
Ambler,US,40.13928,-75.24584,PA
Ambler,US,40.13935,-75.246068,PA
Ambler,US,40.13928,-75.24584,PA
American Fork,US,40.372645,-111.786213,UT
American Fork,US,40.372645,-111.786213,UT
Ames,US,42.02098,-93.65012,IA
Ames,US,42.02098,-93.65012,IA
Amherst,US,42.372906,-72.50178,MA
Amherst,US,37.58578,-79.05185,VA
Amherst,US,37.58578,-79.05185,VA
Amherst,US,41.4061,-82.2092,OH
Amherst,US,42.372906,-72.50178,MA
Anacortes,US,48.5189531,-122.6123,WA
Anacortes,US,48.496258,-122.61285,WA
Anacortes,US,48.51895,-122.61251,WA
Anadarko,US,35.07049,-98.25146,OK
Anadarko,US,35.061292,-98.251584,OK
Anaheim,US,33.8030995,-117.9537607,CA
Anaheim,US,33.83286,-117.91304,CA
Anaheim,US,33.8322099,-117.9826576,CA
Anaheim,US,33.80342,-117.91428,CA
Anaheim,US,33.803393,-117.946889,CA
Anaheim,US,33.83247,-117.91296,CA
Anaheim,US,33.83286,-117.91304,CA
Anaheim,US,33.812435,-117.915223,CA
Anaheim,US,33.83286,-117.91304,CA
Anaheim,US,33.832457,-117.998491,CA
Anaheim,US,33.83286,-117.91304,CA
Anaheim,US,33.83382192,-117.91641,CA
Anaheim,US,33.83243,-117.96768,CA
Anaheim,US,33.859225,-117.788777,CA
Anaheim,US,33.839331,-117.886133,CA
Anaheim,US,33.805592,-117.883289,CA
Anaheim,US,33.803123,-117.938118,CA
Anaheim,US,33.83382192,-117.91641,CA
Anahola,US,22.145277,-159.31555,HI
Anahola,US,22.05728,-159.54657,HI
Anahola,US,22.05728,-159.54657,HI
Anamosa,US,42.1057,-91.29278,IA
Anchorage,US,61.21756,-149.87502,AK
Anchorage,US,61.1944312,-149.9087504,AK
Anchorage,US,61.19464004,-149.9076119,AK
Anchorage,US,61.18165,-149.8170596,AK
Anchorage,US,61.187987,-149.876763,AK
Anchorage,US,61.19464004,-149.9076119,AK
Anchorage,US,61.195152,-149.908201,AK
Anchorage,US,61.180581,-149.835606,AK
Anchorage,US,61.15462,-149.8641,AK
Anderson,US,40.070457,-85.652611,IN
Anderson,US,34.50082,-82.64967,SC
Anderson,US,40.070457,-85.652611,IN
Anderson,US,34.50082,-82.64967,SC
Anderson,US,40.10791,-85.67018,IN
Andover,US,42.664223,-71.14353,MA
Andover,US,42.664223,-71.14353,MA
Andover,US,42.66436,-71.14575,MA
Andover,US,42.66436,-71.14575,MA
Andover,US,42.664223,-71.14353,MA
Ankeny,US,41.731857,-93.62246,IA
Ann Arbor,US,42.279613,-83.75056,MI
Ann Arbor,US,42.296013,-83.78097,MI
Ann Arbor,US,42.279453,-83.7458,MI
Ann Arbor,US,42.280514,-83.74989,MI
Ann Arbor,US,42.25644363,-83.69223833,MI
Ann Arbor,US,42.280514,-83.74989,MI
Ann Arbor,US,42.27783,-83.74187,MI
Ann Arbor,US,42.302616,-83.709456,MI
Ann Arbor,US,42.296017,-83.78097,MI
Ann Arbor,US,42.2786379,-83.748629,MI
Ann Arbor,US,42.279613,-83.75056,MI
Ann Arbor,US,42.253017,-83.68076,MI
Ann Arbor,US,42.271651,-83.740834,MI
Ann Arbor,US,42.280514,-83.74989,MI
Ann Arbor,US,42.253017,-83.68076,MI
Ann Arbor,US,42.27957,-83.75099,MI
Ann Arbor,US,42.245075,-83.6996,MI
Ann Arbor,US,42.30258,-83.70463,MI
Ann Arbor,US,42.280561,-83.747154,MI
Ann Arbor,US,42.271651,-83.740834,MI
Ann Arbor,US,42.279395,-83.7431596,MI
Ann Arbor,US,42.259079,-83.708334,MI
Ann Arbor,US,42.25644363,-83.69223833,MI
Ann Arbor,US,42.240562,-83.770744,MI
Ann Arbor,US,42.245075,-83.6996,MI
Ann Arbor,US,42.279613,-83.75056,MI
Ann Arbor,US,42.27915627,-83.74852557,MI
Ann Arbor,US,42.279613,-83.75056,MI
Ann Arbor,US,42.30494,-83.696337,MI
Ann Arbor,US,42.25613,-83.69284,MI
Ann Arbor,US,42.245075,-83.6996,MI
Ann Arbor,US,42.259079,-83.708334,MI
Ann Arbor,US,42.279395,-83.7431596,MI
Ann Arbor,US,42.27959495,-83.7826395,MI
Ann Arbor,US,42.27915627,-83.74852557,MI
Ann Arbor,US,42.284286,-83.74581,MI
Ann Arbor,US,42.25618405,-83.68675637,MI
Annapolis,US,38.977898,-76.48715,MD
Annapolis,US,38.988821,-76.542738,MD
Annapolis,US,38.976396,-76.502845,MD
Annapolis,US,38.978456,-76.494771,MD
Annapolis,US,38.9918518,-76.546665,MD
Annapolis,US,38.97603,-76.54066,MD
Anniston,US,33.666405,-85.82684,AL
Antioch,US,36.046515,-86.664907,TN
Antlers,US,34.23207,-95.609055,OK
Apache Junction,US,33.450027,-111.480644,AZ
Apache Junction,US,33.449566,-111.47935,AZ
Apache Junction,US,33.539482,-111.44193,AZ
Apex,US,35.731074,-78.851559,NC
Apex,US,35.731074,-78.851559,NC
Apex,US,35.73596,-78.842964,NC
Apex,US,35.7230656,-78.8453806,NC
Apollo,US,40.58203,-79.56664,PA
Apopka,US,28.670969,-81.45455,FL
Apopka,US,28.670969,-81.45455,FL
Apple Valley,US,44.7237839,-93.2175995,MN
Appleton,US,44.261806,-88.4038,WI
Appleton,US,44.275185,-88.41611,WI
Appleton,US,44.261806,-88.4038,WI
Appleton,US,44.275185,-88.41611,WI
Appleton,US,44.274765,-88.41577,WI
Appleton,US,44.271393,-88.4763,WI
Appleton,US,44.261806,-88.4038,WI
Appleton,US,44.274765,-88.41577,WI
Arcadia,US,34.132915,-118.051952,CA
Arcadia,US,34.15086583,-118.025127,CA
Arcadia,US,34.140305,-118.02808,CA
Arcata,US,40.87046,-124.08626,CA
Archbold,US,41.52292,-84.30646,OH
Archbold,US,41.523605,-84.30633,OH
Arden,US,35.480907,-82.52459,NC
Ardmore,US,34.173695,-97.155136,OK
Ardmore,US,40.00968,-75.29556,PA
Ardmore,US,40.006863,-75.29035,PA
Ardmore,US,40.00872,-75.290405,PA
Ardmore,US,34.187984,-97.15205,OK
Ardmore,US,40.00832,-75.28914,PA
Ardmore,US,34.158127,-97.14911,OK
Arkadelphia,US,34.121275,-93.084101,AR
Arkadelphia,US,34.121275,-93.084101,AR
Arkansas City,US,37.050194,-96.96386,KS
Arlington,US,38.880022,-77.111518,VA
Arlington,US,32.677859,-97.092146,TX
Arlington,US,38.88557598,-77.09722741,VA
Arlington,US,38.882874,-77.103972,VA
Arlington,US,32.680506,-97.106648,TX
Arlington,US,38.841206,-77.08956,VA
Arlington,US,42.41423719,-71.15100145,MA
Arlington,US,38.8874741,-77.0947189,VA
Arlington,US,32.6797413,-97.0926357,TX
Arlington,US,38.8799728,-77.1139409,VA
Arlington,US,32.756274,-97.09613,TX
Arlington,US,38.880462,-77.109311,VA
Arlington,US,38.8736742,-77.1044815,VA
Arlington,US,32.6797413,-97.0926357,TX
Arlington,US,38.8910875,-77.0866998,VA
Arlington,US,32.756274,-97.09613,TX
Arlington,US,32.6796589,-97.092191,TX
Arlington,US,38.840877,-77.087464,VA
Arlington,US,38.885864,-77.142223,VA
Arlington,US,38.853573,-77.053792,VA
Arlington,US,42.404854,-71.1415,MA
Arlington,US,42.404854,-71.1415,MA
Arlington,US,38.840539,-77.087599,VA
Arlington,US,32.678455,-97.10431,TX
Arlington,US,38.8965838,-77.1324929,VA
Arlington,US,32.679714,-97.106064,TX
Arlington,US,38.867146,-77.1157123,VA
Arlington,US,38.89638,-77.13231,VA
Arlington,US,38.841206,-77.08956,VA
Arlington,US,38.882874,-77.103972,VA
Arlington,US,38.88552,-77.097244,VA
Arlington,US,35.204424,-89.775825,TN
Arlington,US,32.6797432,-97.0927008,TX
Arlington,US,38.88739183,-77.09415436,VA
Arlington,US,32.673654,-97.114849,TX
Arlington,US,32.6791314,-97.0910306,TX
Arlington,US,38.8494953,-77.0844234,VA
Arlington,US,42.4048462,-71.1414871,MA
Arlington,US,38.8799728,-77.1139409,VA
Arlington,US,42.411407,-71.14831,MA
Arlington,US,38.89097,-77.08669,VA
Arlington,US,32.7556,-97.100258,TX
Arlington,US,38.864899,-77.062393,VA
Arlington,US,35.204453,-89.765866,TN
Arlington,US,38.86415,-77.058729,VA
Arlington,US,42.40505,-71.14134,MA
Arlington,US,32.6796589,-97.092191,TX
Arlington,US,32.722721,-97.079847,TX
Arlington,US,32.6797413,-97.0926357,TX
Arlington,US,48.19865,-122.12617,WA
Arlington,US,38.885822,-77.09383,VA
Arlington,US,38.853573,-77.053792,VA
Arlington Heights,US,42.075603,-87.962555,IL
Arlington Heights,US,42.11069154,-87.97595973,IL
Arlington Heights,US,42.075603,-87.962555,IL
Arlington Heights,US,42.065002,-87.979706,IL
Arlington Hts,US,42.0828,-87.9843,IL
Arnold,US,38.25434,-120.354225,CA
Arnold,US,38.44512,-90.37631,MO
Arnold,US,38.254658,-120.35374,CA
Arroyo Grande,US,35.120872,-120.60736,CA
Arroyo Grande,US,35.120872,-120.60736,CA
Arroyo Grande,US,35.120872,-120.60736,CA
Arroyo Seco,US,36.50073471,-105.6155449,NM
Arroyo Seco,US,36.51922,-105.56884,NM
Arroyo Seco,US,36.50073471,-105.6155449,NM
Arroyo Seco,US,36.51922,-105.56884,NM
Artesia,US,33.86124,-118.0823,CA
Artesia,US,33.860573,-118.08159,CA
Artesia,US,33.86326,-118.08251,CA
Artesia,US,33.858387,-118.082703,CA
Artesia,US,32.813484,-104.418404,NM
Artesia,US,33.864616,-118.08219,CA
Artesia,US,33.864616,-118.08219,CA
Arvada,US,39.841698,-105.082562,CO
Arvada,US,39.8022632,-105.0840638,CO
Asbury Park,US,40.217415,-74.00914,NJ
Asbury Park,US,40.21594219,-74.01095341,NJ
Asbury Park,US,40.216274,-74.00971,NJ
Asbury Park,US,40.216343,-74.00955,NJ
Asbury Park,US,40.217377,-74.009735,NJ
Ashburn,US,39.019707,-77.469501,VA
Ashburn,US,39.013682,-77.460255,VA
Asheville,US,35.533302,-82.603716,NC
Asheville,US,35.594431,-82.555785,NC
Asheville,US,35.594167,-82.55162,NC
Asheville,US,35.596715,-82.550918,NC
Asheville,US,35.578724,-82.58823,NC
Asheville,US,35.622718,-82.554613,NC
Asheville,US,35.598794,-82.55384,NC
Asheville,US,35.5965737,-82.5532135,NC
Asheville,US,35.6047,-82.55309,NC
Asheville,US,35.548763,-82.493198,NC
Asheville,US,35.5030145,-82.523666,NC
Asheville,US,35.5030145,-82.523666,NC
Asheville,US,35.596715,-82.550918,NC
Asheville,US,35.596607,-82.552208,NC
Asheville,US,35.58140408,-82.52637024,NC
Asheville,US,35.596715,-82.550918,NC
Asheville,US,35.598794,-82.55384,NC
Asheville,US,35.56649,-82.54651,NC
Asheville,US,35.594167,-82.55162,NC
Asheville,US,35.5911,-82.51511,NC
Asheville,US,35.594431,-82.555785,NC
Ashland,US,42.07317,-122.60234,OR
Ashland,US,46.59052,-90.88825,WI
Ashland,US,38.48451,-82.65116,KY
Ashland,US,42.25558,-71.42748,MA
Ashland,US,41.039127,-96.36866,NE
Ashland,US,41.039127,-96.36866,NE
Ashland,US,42.073902,-122.60263,OR
Ashland,US,42.255837,-71.428234,MA
Ashtabula,US,41.88291,-80.79952,OH
Ashtabula,US,41.899685,-80.79939,OH
Ashtabula,US,41.87672,-80.7588,OH
Aspen,US,39.191144,-106.82135,CO
Aspen,US,39.1892191,-106.8182413,CO
Aspen,US,39.193408,-106.818556,CO
Aspen,US,39.186864,-106.813538,CO
Aspen,US,39.18916,-106.81615,CO
Aspen,US,39.19359,-106.818886,CO
Aspen,US,39.186864,-106.813538,CO
Aspen,US,39.190788,-106.821132,CO
Aspinwall,US,40.49045,-79.90484,PA
Aspinwall,US,40.49045,-79.90484,PA
Aston,US,39.869849,-75.430006,PA
Astoria,US,40.766399,-73.920533,NY
Astoria,US,40.7605902,-73.9176844,NY
Astoria,US,40.771698,-73.924139,NY
Astoria,US,40.7612019,-73.9092531,NY
Astoria,US,40.77489,-73.913128,NY
Astoria,US,46.18844,-123.82908,OR
Astoria,US,40.761217,-73.9092853,NY
Astoria,US,40.76577,-73.91899,NY
Astoria,US,40.771698,-73.924139,NY
Astoria,US,40.761932,-73.925285,NY
Astoria,US,46.19413,-123.80106,OR
Astoria,US,40.763366,-73.928344,NY
Astoria,US,40.76577,-73.91899,NY
Astoria,US,40.76577,-73.91899,NY
Astoria,US,40.760833,-73.90898,NY
Astoria,US,46.189186,-123.82501,OR
Astoria,US,40.7605902,-73.9176844,NY
Astoria,US,40.760833,-73.90898,NY
Astoria,US,40.765769,-73.913309,NY
Astoria,US,40.757285,-73.931238,NY
Astoria,US,40.761932,-73.925285,NY
Astoria,US,40.7592218,-73.9262862,NY
Athens,US,39.31529,-82.10499,OH
Athens,US,33.960217,-83.382548,GA
Athens,US,33.960167,-83.381744,GA
Athens,US,33.958866,-83.37807,GA
Athens,US,33.95354226,-83.36533448,GA
Athens,US,39.329406,-82.101146,OH
Atlanta,US,33.836795,-84.375587,GA
Atlanta,US,33.909622,-84.29703,GA
Atlanta,US,33.761331,-84.365565,GA
Atlanta,US,33.754427,-84.372063,GA
Atlanta,US,33.75889879,-84.34884148,GA
Atlanta,US,33.8369,-84.3808,GA
Atlanta,US,33.76185839,-84.3875891,GA
Atlanta,US,33.8884,-84.4736,GA
Atlanta,US,33.79251,-84.35234,GA
Atlanta,US,33.764661,-84.350269,GA
Atlanta,US,33.752342,-84.430438,GA
Atlanta,US,33.932323,-84.33747,GA
Atlanta,US,33.81656,-84.33493,GA
Atlanta,US,33.879176,-84.471506,GA
Atlanta,US,33.788066,-84.326441,GA
Atlanta,US,33.7574185,-84.3540898,GA
Atlanta,US,33.816629,-84.311132,GA
Atlanta,US,33.76482585,-84.35006364,GA
Atlanta,US,33.7955,-84.350474,GA
Atlanta,US,33.750023,-84.377594,GA
Atlanta,US,33.76477382,-84.33363938,GA
Atlanta,US,33.771218,-84.388858,GA
Atlanta,US,33.75423,-84.3885,GA
Atlanta,US,33.76272177,-84.337577,GA
Atlanta,US,33.781971,-84.38022,GA
Atlanta,US,33.764762,-84.333248,GA
Atlanta,US,33.747941,-84.368004,GA
Atlanta,US,33.746863,-84.35588,GA
Atlanta,US,33.79362,-84.397571,GA
Atlanta,US,33.809005,-84.363788,GA
Atlanta,US,33.746275,-84.369679,GA
Atlanta,US,33.88378564,-84.46679592,GA
Atlanta,US,33.879506,-84.459529,GA
Atlanta,US,33.7879,-84.327,GA
Atlanta,US,33.756249,-84.390763,GA
Atlanta,US,33.764672,-84.333195,GA
Atlanta,US,33.858196,-84.341446,GA
Atlanta,US,33.754076,-84.3799669,GA
Atlanta,US,33.754536,-84.39811,GA
Atlanta,US,33.878814,-84.464518,GA
Atlanta,US,33.801488,-84.392753,GA
Atlanta,US,33.750964,-84.396747,GA
Atlanta,US,33.808057,-84.365883,GA
Atlanta,US,33.804261,-84.393732,GA
Atlanta,US,33.959244,-84.35183,GA
Atlanta,US,33.804349,-84.39359814,GA
Atlanta,US,33.865158,-84.467463,GA
Atlanta,US,33.959244,-84.35183,GA
Atlanta,US,33.773335,-84.36521,GA
Atlanta,US,33.909622,-84.29703,GA
Atlanta,US,33.8044142,-84.3936293,GA
Atlanta,US,33.771218,-84.388858,GA
Atlanta,US,33.847881,-84.37415,GA
Atlanta,US,33.99582,-84.34995,GA
Atlanta,US,33.785731,-84.384221,GA
Atlanta,US,33.8850632,-84.2883858,GA
Atlanta,US,33.909622,-84.29703,GA
Atlanta,US,33.8884,-84.4736,GA
Atlanta,US,33.818657,-84.35155,GA
Atlanta,US,33.787367,-84.383405,GA
Atlanta,US,33.8369,-84.3808,GA
Atlanta,US,33.761437,-84.364941,GA
Atlanta,US,33.84718179,-84.27902346,GA
Atlanta,US,33.809005,-84.363788,GA
Atlanta,US,33.752342,-84.430438,GA
Atlanta,US,33.804471,-84.393644,GA
Atlanta,US,33.839787,-84.36913133,GA
Atlanta,US,33.88795089,-84.47299213,GA
Atlanta,US,33.881495,-84.319153,GA
Atlanta,US,33.75625,-84.3919,GA
Atlanta,US,33.878814,-84.464518,GA
Atlanta,US,33.90367,-84.433876,GA
Atlanta,US,33.918924,-84.351153,GA
Atlanta,US,33.886503,-84.346181,GA
Atlanta,US,33.761331,-84.365565,GA
Atlanta,US,33.881495,-84.319153,GA
Atlanta,US,33.879176,-84.471506,GA
Atlanta,US,33.801488,-84.392753,GA
Atlanta,US,33.880533,-84.4612539,GA
Atlanta,US,33.76714795,-84.34866175,GA
Atlanta,US,33.92448,-84.38266,GA
Atlanta,US,33.8390698,-84.3900312,GA
Atlanta,US,33.77453,-84.352516,GA
Atlanta,US,33.838586,-84.381074,GA
Atlanta,US,33.8124918,-84.3924945,GA
Atlanta,US,33.757484,-84.3897,GA
Atlanta,US,33.7416,-84.3683,GA
Atlanta,US,33.76482585,-84.35006364,GA
Atlanta,US,33.767145,-84.349031,GA
Atlanta,US,33.695885,-84.486621,GA
Atlanta,US,33.767145,-84.349031,GA
Atlanta,US,33.76477382,-84.33363938,GA
Atlanta,US,33.747941,-84.368004,GA
Atlanta,US,33.76272177,-84.337577,GA
Atlanta,US,33.77453,-84.352516,GA
Atlanta,US,33.7629836,-84.3582414,GA
Atlanta,US,33.88378564,-84.46679592,GA
Atlanta,US,33.7934217,-84.3965223,GA
Atlanta,US,33.781971,-84.38022,GA
Atlanta,US,33.78713453,-84.38224152,GA
Atlanta,US,33.818657,-84.35155,GA
Atlanta,US,33.7791,-84.3824,GA
Atlanta,US,33.75625,-84.3919,GA
Atlanta,US,33.81656,-84.33493,GA
Atlantic,US,41.393462,-94.991381,IA
Atlantic,US,41.403904,-95.00049,IA
Atlantic Beach,US,30.32487,-81.39668,FL
Atlantic City,US,39.359391,-74.4348,NJ
Atlantic City,US,39.35851,-74.42056,NJ
Atlantic Highlands,US,40.410385,-74.0415,NJ
Atoka,US,34.38051,-96.13105,OK
Atoka,US,35.406071,-89.766586,TN
Atoka,US,34.38051,-96.13105,OK
Attica,US,42.870474,-78.278366,NY
Attica,US,37.24133,-98.22643,KS
Aubrey,US,33.234494,-97.013905,TX
Auburn,US,38.897541,-121.076746,CA
Auburn,US,38.938074,-121.096148,CA
Auburn,US,38.940136,-121.095929,CA
Auburn,US,47.296204,-122.24236,WA
Auburn,US,38.938074,-121.096148,CA
Auburn,US,38.903606,-121.07403,CA
Auburn,US,38.897541,-121.076746,CA
Auburn,US,38.899807,-121.06953,CA
Auburn,US,38.8964,-121.076096,CA
Auburn,US,32.56610625,-85.5018121,AL
Auburn,US,38.898655,-121.07066,CA
Auburn,US,32.620478,-85.457692,AL
Auburn Hills,US,42.701603,-83.30659,MI
Augusta,US,33.465412,-82.08056,GA
Augusta,US,33.51415,-82.05756,GA
Aurora,US,39.65969938,-104.8484746,CO
Aurora,US,39.675014,-104.846973,CO
Aurora,US,41.77,-88.21,IL
Aurora,US,39.626112,-104.792816,CO
